Results_Name,VSPAERO_History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmx*c/cref,2.40E+00,3.88E+00,4.13E+00,4.00E+00,3.63E+00,3.16E+00,2.87E+00,2.53E+00,2.18E+00,1.82E+00,1.44E+00,1.05E+00,6.99E-01,3.91E-01,1.19E-01,-1.19E-01,-3.91E-01,-6.99E-01,-1.05E+00,-1.44E+00,-1.82E+00,-2.18E+00,-2.53E+00,-2.87E+00,-3.16E+00,-3.63E+00,-4.00E+00,-4.13E+00,-3.88E+00,-2.40E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmxi,4.96E+00,6.94E+00,6.50E+00,5.60E+00,4.57E+00,3.67E+00,3.14E+00,2.61E+00,2.12E+00,1.68E+00,1.23E+00,8.20E-01,5.04E-01,2.61E-01,7.37E-02,-7.37E-02,-2.61E-01,-5.04E-01,-8.20E-01,-1.23E+00,-1.68E+00,-2.12E+00,-2.61E+00,-3.14E+00,-3.67E+00,-4.57E+00,-5.60E+00,-6.50E+00,-6.94E+00,-4.96E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmxi*c/cref,2.39E+00,3.88E+00,4.13E+00,4.00E+00,3.63E+00,3.16E+00,2.87E+00,2.53E+00,2.18E+00,1.82E+00,1.44E+00,1.05E+00,6.99E-01,3.91E-01,1.19E-01,-1.19E-01,-3.91E-01,-6.99E-01,-1.05E+00,-1.44E+00,-1.82E+00,-2.18E+00,-2.53E+00,-2.87E+00,-3.16E+00,-3.63E+00,-4.00E+00,-4.13E+00,-3.88E+00,-2.39E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmxo,7.25E-03,5.15E-03,1.53E-03,-1.16E-03,-2.72E-03,-2.81E-03,-2.42E-03,-2.01E-03,-1.64E-03,-1.29E-03,-8.00E-04,-3.60E-04,-1.40E-04,-4.00E-05,0.00E+00,0.00E+00,4.00E-05,1.40E-04,3.60E-04,8.00E-04,1.29E-03,1.64E-03,2.01E-03,2.42E-03,2.81E-03,2.72E-03,1.16E-03,-1.53E-03,-5.15E-03,-7.25E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmxo*c/cref,3.50E-03,2.88E-03,9.74E-04,-8.29E-04,-2.16E-03,-2.42E-03,-2.22E-03,-1.95E-03,-1.69E-03,-1.40E-03,-9.33E-04,-4.60E-04,-1.94E-04,-6.00E-05,0.00E+00,0.00E+00,6.00E-05,1.94E-04,4.60E-04,9.33E-04,1.40E-03,1.69E-03,1.95E-03,2.22E-03,2.42E-03,2.16E-03,8.29E-04,-9.74E-04,-2.88E-03,-3.50E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmy,-2.79E+00,-4.09E+00,-3.95E+00,-3.54E+00,-3.04E+00,-2.56E+00,-2.31E+00,-2.03E+00,-1.78E+00,-1.54E+00,-1.28E+00,-1.01E+00,-8.05E-01,-6.43E-01,-5.19E-01,-5.19E-01,-6.43E-01,-8.05E-01,-1.01E+00,-1.28E+00,-1.54E+00,-1.78E+00,-2.03E+00,-2.31E+00,-2.56E+00,-3.04E+00,-3.54E+00,-3.95E+00,-4.09E+00,-2.79E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmy*c/cref,-1.35E+00,-2.29E+00,-2.51E+00,-2.53E+00,-2.41E+00,-2.21E+00,-2.11E+00,-1.97E+00,-1.83E+00,-1.67E+00,-1.49E+00,-1.29E+00,-1.12E+00,-9.64E-01,-8.36E-01,-8.36E-01,-9.64E-01,-1.12E+00,-1.29E+00,-1.49E+00,-1.67E+00,-1.83E+00,-1.97E+00,-2.11E+00,-2.21E+00,-2.41E+00,-2.53E+00,-2.51E+00,-2.29E+00,-1.35E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmyi,-2.79E+00,-4.09E+00,-3.95E+00,-3.54E+00,-3.04E+00,-2.57E+00,-2.31E+00,-2.03E+00,-1.78E+00,-1.54E+00,-1.28E+00,-1.01E+00,-8.05E-01,-6.43E-01,-5.19E-01,-5.19E-01,-6.43E-01,-8.05E-01,-1.01E+00,-1.28E+00,-1.54E+00,-1.78E+00,-2.03E+00,-2.31E+00,-2.57E+00,-3.04E+00,-3.54E+00,-3.95E+00,-4.09E+00,-2.79E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmyi*c/cref,-1.35E+00,-2.28E+00,-2.51E+00,-2.53E+00,-2.41E+00,-2.21E+00,-2.11E+00,-1.97E+00,-1.83E+00,-1.67E+00,-1.49E+00,-1.29E+00,-1.12E+00,-9.64E-01,-8.36E-01,-8.36E-01,-9.64E-01,-1.12E+00,-1.29E+00,-1.49E+00,-1.67E+00,-1.83E+00,-1.97E+00,-2.11E+00,-2.21E+00,-2.41E+00,-2.53E+00,-2.51E+00,-2.28E+00,-1.35E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmyo,-4.18E-03,-3.00E-03,-8.70E-04,7.90E-04,1.82E-03,1.95E-03,1.75E-03,1.51E-03,1.30E-03,1.10E-03,7.40E-04,3.90E-04,1.90E-04,7.00E-05,2.00E-05,2.00E-05,7.00E-05,1.90E-04,3.90E-04,7.40E-04,1.10E-03,1.30E-03,1.51E-03,1.75E-03,1.95E-03,1.82E-03,7.90E-04,-8.70E-04,-3.00E-03,-4.18E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmyo*c/cref,-2.02E-03,-1.68E-03,-5.54E-04,5.65E-04,1.44E-03,1.68E-03,1.60E-03,1.47E-03,1.34E-03,1.19E-03,8.63E-04,4.98E-04,2.64E-04,1.05E-04,3.22E-05,3.22E-05,1.05E-04,2.64E-04,4.98E-04,8.63E-04,1.19E-03,1.34E-03,1.47E-03,1.60E-03,1.68E-03,1.44E-03,5.65E-04,-5.54E-04,-1.68E-03,-2.02E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmz,3.22E+00,2.99E+00,2.52E+00,2.01E+00,1.48E+00,1.22E+00,9.69E-01,7.69E-01,5.82E-01,4.26E-01,3.06E-01,1.96E-01,1.19E-01,6.60E-02,3.21E-02,-3.21E-02,-6.60E-02,-1.19E-01,-1.96E-01,-3.06E-01,-4.26E-01,-5.82E-01,-7.69E-01,-9.69E-01,-1.22E+00,-1.48E+00,-2.01E+00,-2.52E+00,-2.99E+00,-3.22E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmz*c/cref,1.55E+00,1.67E+00,1.60E+00,1.44E+00,1.18E+00,1.05E+00,8.88E-01,7.47E-01,5.99E-01,4.62E-01,3.57E-01,2.51E-01,1.65E-01,9.90E-02,5.16E-02,-5.16E-02,-9.90E-02,-1.65E-01,-2.51E-01,-3.57E-01,-4.62E-01,-5.99E-01,-7.47E-01,-8.88E-01,-1.05E+00,-1.18E+00,-1.44E+00,-1.60E+00,-1.67E+00,-1.55E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmzi,3.28E+00,3.07E+00,2.60E+00,2.09E+00,1.55E+00,1.27E+00,1.01E+00,8.07E-01,6.14E-01,4.51E-01,3.23E-01,2.07E-01,1.26E-01,6.94E-02,3.30E-02,-3.30E-02,-6.94E-02,-1.26E-01,-2.07E-01,-3.23E-01,-4.51E-01,-6.14E-01,-8.07E-01,-1.01E+00,-1.27E+00,-1.55E+00,-2.09E+00,-2.60E+00,-3.07E+00,-3.28E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmzi*c/cref,1.59E+00,1.72E+00,1.66E+00,1.50E+00,1.23E+00,1.10E+00,9.30E-01,7.85E-01,6.31E-01,4.89E-01,3.77E-01,2.65E-01,1.75E-01,1.04E-01,5.32E-02,-5.32E-02,-1.04E-01,-1.75E-01,-2.65E-01,-3.77E-01,-4.89E-01,-6.31E-01,-7.85E-01,-9.30E-01,-1.10E+00,-1.23E+00,-1.50E+00,-1.66E+00,-1.72E+00,-1.59E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmzo,-6.29E-02,-8.63E-02,-8.60E-02,-7.80E-02,-6.60E-02,-5.36E-02,-4.63E-02,-3.84E-02,-3.13E-02,-2.47E-02,-1.77E-02,-1.13E-02,-6.72E-03,-3.38E-03,-9.50E-04,9.50E-04,3.38E-03,6.72E-03,1.13E-02,1.77E-02,2.47E-02,3.13E-02,3.84E-02,4.63E-02,5.36E-02,6.60E-02,7.80E-02,8.60E-02,8.63E-02,6.29E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmzo*c/cref,-3.04E-02,-4.82E-02,-5.47E-02,-5.58E-02,-5.24E-02,-4.61E-02,-4.24E-02,-3.74E-02,-3.21E-02,-2.67E-02,-2.06E-02,-1.45E-02,-9.33E-03,-5.07E-03,-1.53E-03,1.53E-03,5.07E-03,9.33E-03,1.45E-02,2.06E-02,2.67E-02,3.21E-02,3.74E-02,4.24E-02,4.61E-02,5.24E-02,5.58E-02,5.47E-02,4.82E-02,3.04E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cs,3.19E-01,2.46E-01,2.49E-01,2.57E-01,2.50E-01,2.98E-01,2.83E-01,2.72E-01,2.57E-01,2.38E-01,2.28E-01,2.00E-01,1.73E-01,1.47E-01,1.19E-01,-1.19E-01,-1.47E-01,-1.73E-01,-2.00E-01,-2.28E-01,-2.38E-01,-2.57E-01,-2.72E-01,-2.83E-01,-2.98E-01,-2.50E-01,-2.57E-01,-2.49E-01,-2.46E-01,-3.19E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cs*c/cref,1.54E-01,1.37E-01,1.59E-01,1.83E-01,1.99E-01,2.56E-01,2.59E-01,2.65E-01,2.64E-01,2.58E-01,2.66E-01,2.56E-01,2.41E-01,2.20E-01,1.91E-01,-1.91E-01,-2.20E-01,-2.41E-01,-2.56E-01,-2.66E-01,-2.58E-01,-2.64E-01,-2.65E-01,-2.59E-01,-2.56E-01,-1.99E-01,-1.83E-01,-1.59E-01,-1.37E-01,-1.54E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
csi,3.19E-01,2.46E-01,2.49E-01,2.57E-01,2.50E-01,2.98E-01,2.83E-01,2.72E-01,2.57E-01,2.38E-01,2.28E-01,2.00E-01,1.73E-01,1.47E-01,1.19E-01,-1.19E-01,-1.47E-01,-1.73E-01,-2.00E-01,-2.28E-01,-2.38E-01,-2.57E-01,-2.72E-01,-2.83E-01,-2.98E-01,-2.50E-01,-2.57E-01,-2.49E-01,-2.46E-01,-3.19E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
csi*c/cref,1.54E-01,1.37E-01,1.59E-01,1.83E-01,1.99E-01,2.56E-01,2.59E-01,2.65E-01,2.64E-01,2.58E-01,2.66E-01,2.56E-01,2.41E-01,2.20E-01,1.91E-01,-1.91E-01,-2.20E-01,-2.41E-01,-2.56E-01,-2.66E-01,-2.58E-01,-2.64E-01,-2.65E-01,-2.59E-01,-2.56E-01,-1.99E-01,-1.83E-01,-1.59E-01,-1.37E-01,-1.54E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cso,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cso*c/cref,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cx,-2.37E-01,-3.72E-01,-4.18E-01,-4.35E-01,-4.21E-01,-4.03E-01,-3.79E-01,-3.58E-01,-3.25E-01,-2.92E-01,-2.53E-01,-2.16E-01,-1.81E-01,-1.44E-01,-1.02E-01,-1.02E-01,-1.44E-01,-1.81E-01,-2.16E-01,-2.53E-01,-2.92E-01,-3.25E-01,-3.58E-01,-3.79E-01,-4.03E-01,-4.21E-01,-4.35E-01,-4.18E-01,-3.72E-01,-2.37E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cx*c/cref,-1.15E-01,-2.08E-01,-2.66E-01,-3.11E-01,-3.34E-01,-3.47E-01,-3.48E-01,-3.48E-01,-3.34E-01,-3.17E-01,-2.96E-01,-2.76E-01,-2.51E-01,-2.17E-01,-1.64E-01,-1.64E-01,-2.17E-01,-2.51E-01,-2.76E-01,-2.96E-01,-3.17E-01,-3.34E-01,-3.48E-01,-3.48E-01,-3.47E-01,-3.34E-01,-3.11E-01,-2.66E-01,-2.08E-01,-1.15E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cxi,-2.46E-01,-3.87E-01,-4.37E-01,-4.58E-01,-4.46E-01,-4.28E-01,-4.05E-01,-3.84E-01,-3.51E-01,-3.18E-01,-2.77E-01,-2.37E-01,-2.00E-01,-1.62E-01,-1.18E-01,-1.18E-01,-1.62E-01,-2.00E-01,-2.37E-01,-2.77E-01,-3.18E-01,-3.51E-01,-3.84E-01,-4.05E-01,-4.28E-01,-4.46E-01,-4.58E-01,-4.37E-01,-3.87E-01,-2.46E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cxi*c/cref,-1.19E-01,-2.17E-01,-2.78E-01,-3.27E-01,-3.54E-01,-3.69E-01,-3.72E-01,-3.74E-01,-3.61E-01,-3.44E-01,-3.24E-01,-3.03E-01,-2.78E-01,-2.43E-01,-1.89E-01,-1.89E-01,-2.43E-01,-2.78E-01,-3.03E-01,-3.24E-01,-3.44E-01,-3.61E-01,-3.74E-01,-3.72E-01,-3.69E-01,-3.54E-01,-3.27E-01,-2.78E-01,-2.17E-01,-1.19E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cxo,8.37E-03,1.49E-02,1.91E-02,2.24E-02,2.49E-02,2.54E-02,2.61E-02,2.61E-02,2.59E-02,2.54E-02,2.40E-02,2.16E-02,1.95E-02,1.77E-02,1.60E-02,1.60E-02,1.77E-02,1.95E-02,2.16E-02,2.40E-02,2.54E-02,2.59E-02,2.61E-02,2.61E-02,2.54E-02,2.49E-02,2.24E-02,1.91E-02,1.49E-02,8.37E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cxo*c/cref,4.04E-03,8.30E-03,1.21E-02,1.60E-02,1.98E-02,2.19E-02,2.39E-02,2.53E-02,2.66E-02,2.75E-02,2.80E-02,2.77E-02,2.71E-02,2.65E-02,2.58E-02,2.58E-02,2.65E-02,2.71E-02,2.77E-02,2.80E-02,2.75E-02,2.66E-02,2.53E-02,2.39E-02,2.19E-02,1.98E-02,1.60E-02,1.21E-02,8.30E-03,4.04E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cy,3.19E-01,2.46E-01,2.49E-01,2.57E-01,2.50E-01,2.98E-01,2.83E-01,2.72E-01,2.57E-01,2.38E-01,2.28E-01,2.00E-01,1.73E-01,1.47E-01,1.19E-01,-1.19E-01,-1.47E-01,-1.73E-01,-2.00E-01,-2.28E-01,-2.38E-01,-2.57E-01,-2.72E-01,-2.83E-01,-2.98E-01,-2.50E-01,-2.57E-01,-2.49E-01,-2.46E-01,-3.19E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cy*c/cref,1.54E-01,1.37E-01,1.59E-01,1.83E-01,1.99E-01,2.56E-01,2.59E-01,2.65E-01,2.64E-01,2.58E-01,2.66E-01,2.56E-01,2.41E-01,2.20E-01,1.91E-01,-1.91E-01,-2.20E-01,-2.41E-01,-2.56E-01,-2.66E-01,-2.58E-01,-2.64E-01,-2.65E-01,-2.59E-01,-2.56E-01,-1.99E-01,-1.83E-01,-1.59E-01,-1.37E-01,-1.54E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyi,3.19E-01,2.46E-01,2.49E-01,2.57E-01,2.50E-01,2.98E-01,2.83E-01,2.72E-01,2.57E-01,2.38E-01,2.28E-01,2.00E-01,1.73E-01,1.47E-01,1.19E-01,-1.19E-01,-1.47E-01,-1.73E-01,-2.00E-01,-2.28E-01,-2.38E-01,-2.57E-01,-2.72E-01,-2.83E-01,-2.98E-01,-2.50E-01,-2.57E-01,-2.49E-01,-2.46E-01,-3.19E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyi*c/cref,1.54E-01,1.37E-01,1.59E-01,1.83E-01,1.99E-01,2.56E-01,2.59E-01,2.65E-01,2.64E-01,2.58E-01,2.66E-01,2.56E-01,2.41E-01,2.20E-01,1.91E-01,-1.91E-01,-2.20E-01,-2.41E-01,-2.56E-01,-2.66E-01,-2.58E-01,-2.64E-01,-2.65E-01,-2.59E-01,-2.56E-01,-1.99E-01,-1.83E-01,-1.59E-01,-1.37E-01,-1.54E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyo,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyo*c/cref,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cz,6.60E-01,1.19E+00,1.44E+00,1.61E+00,1.73E+00,1.74E+00,1.77E+00,1.77E+00,1.76E+00,1.74E+00,1.67E+00,1.57E+00,1.47E+00,1.38E+00,1.29E+00,1.29E+00,1.38E+00,1.47E+00,1.57E+00,1.67E+00,1.74E+00,1.76E+00,1.77E+00,1.77E+00,1.74E+00,1.73E+00,1.61E+00,1.44E+00,1.19E+00,6.60E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cz*c/cref,3.19E-01,6.67E-01,9.18E-01,1.15E+00,1.37E+00,1.50E+00,1.62E+00,1.72E+00,1.81E+00,1.88E+00,1.95E+00,2.01E+00,2.04E+00,2.07E+00,2.07E+00,2.07E+00,2.07E+00,2.04E+00,2.01E+00,1.95E+00,1.88E+00,1.81E+00,1.72E+00,1.62E+00,1.50E+00,1.37E+00,1.15E+00,9.18E-01,6.67E-01,3.19E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
czi,6.59E-01,1.19E+00,1.44E+00,1.61E+00,1.73E+00,1.74E+00,1.77E+00,1.77E+00,1.76E+00,1.74E+00,1.68E+00,1.57E+00,1.47E+00,1.38E+00,1.29E+00,1.29E+00,1.38E+00,1.47E+00,1.57E+00,1.68E+00,1.74E+00,1.76E+00,1.77E+00,1.77E+00,1.74E+00,1.73E+00,1.61E+00,1.44E+00,1.19E+00,6.59E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
czi*c/cref,3.18E-01,6.67E-01,9.18E-01,1.15E+00,1.37E+00,1.50E+00,1.62E+00,1.72E+00,1.81E+00,1.89E+00,1.95E+00,2.01E+00,2.04E+00,2.07E+00,2.07E+00,2.07E+00,2.07E+00,2.04E+00,2.01E+00,1.95E+00,1.89E+00,1.81E+00,1.72E+00,1.62E+00,1.50E+00,1.37E+00,1.15E+00,9.18E-01,6.67E-01,3.18E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
czo,9.60E-04,8.90E-04,3.40E-04,-3.30E-04,-1.03E-03,-1.33E-03,-1.37E-03,-1.37E-03,-1.36E-03,-1.33E-03,-1.08E-03,-6.90E-04,-4.10E-04,-2.10E-04,-6.00E-05,-6.00E-05,-2.10E-04,-4.10E-04,-6.90E-04,-1.08E-03,-1.33E-03,-1.36E-03,-1.37E-03,-1.37E-03,-1.33E-03,-1.03E-03,-3.30E-04,3.40E-04,8.90E-04,9.60E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
czo*c/cref,4.64E-04,4.98E-04,2.16E-04,-2.36E-04,-8.17E-04,-1.15E-03,-1.26E-03,-1.33E-03,-1.40E-03,-1.44E-03,-1.26E-03,-8.81E-04,-5.69E-04,-3.15E-04,-9.67E-05,-9.67E-05,-3.15E-04,-5.69E-04,-8.81E-04,-1.26E-03,-1.44E-03,-1.40E-03,-1.33E-03,-1.26E-03,-1.15E-03,-8.17E-04,-2.36E-04,2.16E-04,4.98E-04,4.64E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dArea,5.98E-03,6.93E-03,7.89E-03,8.86E-03,9.85E-03,5.33E-03,5.68E-03,6.02E-03,6.37E-03,6.71E-03,7.23E-03,7.92E-03,8.61E-03,9.30E-03,9.99E-03,9.99E-03,9.30E-03,8.61E-03,7.92E-03,7.23E-03,6.71E-03,6.37E-03,6.02E-03,5.68E-03,5.33E-03,9.85E-03,8.86E-03,7.89E-03,6.93E-03,5.98E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dSpan,6.88E-02,6.88E-02,6.89E-02,6.89E-02,6.89E-02,3.44E-02,3.44E-02,3.44E-02,3.44E-02,3.44E-02,3.44E-02,3.44E-02,3.44E-02,3.44E-02,3.44E-02,3.44E-02,3.44E-02,3.44E-02,3.44E-02,3.44E-02,3.44E-02,3.44E-02,3.44E-02,3.44E-02,3.44E-02,6.89E-02,6.89E-02,6.89E-02,6.88E-02,6.88E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roverR,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Results_Name,VSPAERO_Load,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Results_Timestamp,1784263512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Results_Date,7,16,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Results_Time,21,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angle ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP_h,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CQ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CQ_h,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT_h,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chord,8.69E-02,1.01E-01,1.15E-01,1.29E-01,1.43E-01,1.55E-01,1.65E-01,1.75E-01,1.85E-01,1.95E-01,2.10E-01,2.30E-01,2.50E-01,2.70E-01,2.90E-01,2.90E-01,2.70E-01,2.50E-01,2.30E-01,2.10E-01,1.95E-01,1.85E-01,1.75E-01,1.65E-01,1.55E-01,1.43E-01,1.29E-01,1.15E-01,1.01E-01,8.69E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diameter,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
